,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131
1074,2.249706210748341,-4.590455960613558,-1.2521913137352194,3.224082943064786,-1.4534147387530798,4.17417904293969,4.223905734635004,4.332828640002264,0.9729034361857405,-4.2211293901558395,0.7634100010652236,-1.2545877246854509,3.321281057333966,1.1392104885296384,2.2928393025368816,-4.632894875639689,-2.59198188553593,0.5371585544564516,-2.2573609882399204,-4.176034520644481,-0.6638597099118407,-1.7454918838253477,1.4538870302655447,-1.1207263271809411,2.8324984702554596,-0.354527763464466,-6.192403124696521,7.55654610947274,0.4336977308158537,-2.1896009780769807,-0.3553042469220169,0.7988748689139704,-0.4938513253816599,2.7351033643555556,-3.851500658057349,1.4274766054018768,-1.9854606723824029,5.5634719276777895,1.4716771506118562,-0.8679791603992367,-1.807686476139517,-1.7416950943093077,2.883880140303197,-6.218324673252393,-2.7798027188534973,5.686198750299705,0.9247475655254996,1.400217558063739,-3.5115152255119852,0.058528915764748356,-5.012974306731127,0.7324658327425593,5.210547813756301,2.73231982401824,-1.6297573726482537,-1.8437637869612027,-4.939126028710937,-3.988292147646815,-0.384082396934724,-0.7850703224712325,-3.8749077525095035,3.2723693400904117,-0.005984942543909516,-0.522064904478384,2.9124315108919143,0.4269123690040924,1.4038777562922184,-0.6383712270759327,-1.9411689466924675,0.7237209236779987,0.9396424427216538,0.20047797730214328,-0.24392847643988413,-1.12746620253422,-4.596655827961962,-2.602845746762879,-1.6575477469354352,4.92000468640406,2.1038871533022636,2.265120821682228,-4.250027456162389,-0.21416750382644328,0.5560631367511845,-1.6369522808914148,1.2216191287488047,1.0550543937114336,1.0963315690778535,4.233391812846625,0.11892055699778974,-0.8954431792503955,3.8826659902398206,3.041441138574611,-3.2791182622380233,4.431599666583208,-0.17580451893212623,-0.20226500398721953,3.0562208196066543,3.956020161502462,-4.098725357672237,-2.209911912796149,0.08065326222697404,-1.2224484602333663,-4.988884556892261,-0.8203225044167138,1.7761333609957033,1.4886034634514287,-0.7011148662330207,0.7363771692559247,2.602774112575942,-0.015346855165126258,-3.270873841304744,1.5482663554841203,-2.0488734046169403,-3.4615783296682086,0.03001175044620875,-1.3109792012336492,2.6491562317305157,-4.227701952875841,-1.4716425523952776,0.6728702092203501,0.490676459215525,1.4042316543925049,-1.4817837264190918,0.6322068117440496,-4.386969253948975,0.9225914398849806,2.306895768385539,-0.9493322920183692,0.8479665399264688,-0.19597416933871137,-0.2560479790580129
1076,5.336810452662275,-6.025760581052287,-1.1866981622848471,-4.911419541401666,2.087063617501348,0.5484893354050945,-1.4925772124318422,2.7582554741569423,-5.691043818251172,-2.588790775833365,-0.8425991137511732,2.8258718476511357,1.6670908410305552,1.4923643533579565,-1.9160703552758818,2.109008302496229,2.411402449995855,-1.8444138589532169,-6.23410221366566,0.5329872205956416,-2.1891664326762235,5.5511779782688695,-2.960927876151576,-1.559834470019378,10.96685678698682,3.7370505766614865,-2.2384541833451563,-1.046700414384925,3.112873652369449,-0.9782673933813293,0.16839716094332127,3.8784342175296436,2.5869963879705753,2.613235683788835,3.842624346004698,2.7961696784138237,-0.10042289266580011,-2.128657330571743,-3.166068603593901,0.5564388200466062,0.6213039330971026,-1.1374898453095625,0.8527290227900254,-0.7143949748132216,1.6661171882509616,1.2382839831046795,-0.23775899714453683,-2.132254984496737,0.15403730408053198,-1.1401352130441162,-1.2616730302946264,5.385987557799563,1.8214488178544774,0.3939961026167784,-2.0125270236697097,4.0854257312639435,2.68148143202345,2.0136585019823654,-3.138511027698902,5.410343305996318,5.977899545651482,-3.958445443815904,-4.657996501075915,-0.8449911270436085,-0.8479552001787736,-0.9827028241711712,0.7595255140658944,5.081621319262912,1.2566808248514136,1.7222093673929337,-0.47696659663112656,-4.225861545002864,0.34863077958705163,-4.702524789410885,1.0988386113296331,-1.0374619096621513,2.898053508610999,1.240797805494155,3.267038697012614,-0.3565503735921426,3.9476052473389847,-1.3982881444163369,-0.10868668034335444,1.2467960723724034,-0.5407017314575469,-2.5672393580554584,0.8635771023259918,-3.7603884980103017,1.0500342283133834,-2.2590597809702144,-0.4543708949888397,2.2977321541226514,0.019196390398707748,1.850166678784421,-2.3758599853912634,-0.25354022419105415,3.278111578217839,-0.8968475560021201,2.062609454559831,-2.276947393417299,1.9008765316087979,-1.792118843351984,-1.0837867651973057,-0.34693058503847624,-0.1779812041612697,-0.6599369386540207,-2.7481778640966286,-1.5485323338010928,0.22387958475156697,-0.9844937321646559,3.6685701054258666,1.370212941314716,2.065841893699425,-3.112429363278719,-3.032653532172354,-2.620375988511878,0.2750923024336953,0.5331040411914724,-1.9897229172535857,-0.08232099126142331,-4.504567067815716,1.9407358105904076,-2.9841697558637406,2.2122007050476515,-1.4216206392955197,-1.685803191155844,-1.9422222730215128,-4.471631445352909,-1.011749430312417,-3.4323794968744967,0.7179515248094545
1037,1.0734580283723596,3.9224014647488197,-4.25154803424663,-2.077467964559061,3.6001027649133333,6.31130271496242,2.458027660321461,4.073484009389217,0.1958362119543965,-0.628766614857757,-4.5364861843089415,-3.884517622194195,-0.9260065018751176,-3.482794383078273,0.7979566793630981,-1.5076133599692394,1.2151343535895265,2.3591095181761834,1.9444954986678025,-3.1421036800241917,5.465514537369906,1.198235143780292,2.903570570326845,-3.3174105444630193,0.8321206709818979,-0.33384227729524285,0.9900968033895873,3.1821590294265016,-6.538337834619157,2.968969922721889,-5.7411776535763295,2.3305625586723338,4.096393488671766,3.2929602689555963,-0.4128477604597606,0.6023815976981168,3.6911257647996596,-1.0062546331467555,-4.826218495227224,-7.261428561685008,1.7017378650727106,3.374706174228103,-1.9169532700333565,3.07609400697407,-3.6243694361099275,0.08857994662534589,1.382532600898052,0.45098730272709664,-6.163396202293307,1.4386754120957126,-0.9741131954577875,0.018619946442296455,2.9555885554510626,-2.5511510531469037,-0.18333837849218715,-1.7962359144437554,1.311155812826291,-0.8052276453836215,3.334242661274029,0.4449522900087276,-2.45528728736531,-1.9786380857203216,-0.5363891544836897,-0.17975114357746144,-1.643248902294087,-0.5804108988384251,-2.749142096321967,-2.517009519275395,1.0622671852676342,1.2959986007441422,-0.06437023023669036,0.277370379142785,-0.4153280430813073,-3.959337024015889,-0.49562679942148685,4.507641704062064,-5.58118648044065,-0.4380192399245911,3.7224887802174247,3.5432997679670932,0.7547266458786641,-1.3259697183242347,-0.5743998534855264,4.051749208833691,-2.2362988563969233,-2.5990824666940884,-2.2762018317072195,-0.9844400266894067,-4.592850728936858,-3.519059862093575,0.9427622062208267,0.11962105436857666,-0.4585232010524417,1.409218888010463,-3.9213881622431983,0.7799850974525099,-0.10957795932223478,-0.12039377149909831,0.9654103290580839,1.066746623936315,-0.13173297824410737,-0.9304004751298564,0.9030426961091929,4.62591321231135,1.9586224966224672,-2.990119101810447,0.039840617018808984,2.681585938413587,0.3169301820428092,0.34759563630174195,0.8140887499390043,2.2373201056834575,1.9121527830008311,3.0189521010515965,-0.2672639696050506,0.0034498766102125165,-1.2218257556720622,2.2059799006070198,-1.0591570356215712,-4.116868742066458,0.41339729877982295,3.7260461912585816,-1.7460206682135102,-2.605300380752205,1.604797893918951,-0.9361399822365115,-0.20028638647653646,1.423026770221811,-0.78931661695177,0.32631422129274773,3.0650266092572642
1014,-0.3545487327660603,-1.1980998925417297,-0.3630162199103066,6.621492510807089,-2.9325426475646035,0.44801802883872993,1.0284541124854498,2.5300324336879116,-0.6952169100226064,-1.6525779847385955,-4.2301794080122095,-1.154242323384868,4.331068674565993,-2.8807351321771946,3.487411256517211,3.3164823834388533,-1.3273170106608976,2.8797371649986556,1.1782464506161534,0.6548804256569474,0.7735727563326338,-2.898916442883223,-2.884566600814045,-2.689991264216875,-3.767966120605408,2.319735577170607,3.2881030248790792,-4.516230500923105,1.8179193671882954,-1.9574695161938107,-2.3211952343173032,3.875993261498695,1.8477385268501665,-3.0696068016991767,-3.0962037559164384,-4.5656420186678215,-1.9592441060298424,0.1400882956676855,0.9728238769990477,-2.119537822105415,3.1083676555277044,0.6360764855070168,-2.0839623262644453,1.7062835000054106,2.07354220338874,-0.8744042731410294,-1.8335163488021422,4.8955259685736605,-3.0135744554130355,1.4272879680820465,-4.441332901528112,-0.9390516691614885,-0.036429300206034264,-0.12650908309657255,1.4107994871490517,-1.2018417984049934,-5.110381633653016,0.22933676606057735,3.0118324972583057,0.45770529922184183,3.3512309501249855,2.2424621864512133,0.3420106215713599,-0.2980380147112176,-0.12195426165786291,-2.3023171622500094,-0.4325083379917283,4.045230186033651,-2.943323113665309,3.4710518754405126,-3.8701915961120035,-3.3639037760117856,-1.0360484223160824,0.8494304763579809,2.6470384800536637,-1.6712347225349806,-0.289877981490962,1.3883316209823424,3.536196822313504,0.26299513386668955,0.05163997729346128,0.13760571104656905,-2.2644452809300644,0.7430395490325123,-0.19620914785274166,-2.1698308807755535,-0.8064581699305641,2.3001294564246755,2.031047829277211,0.30911945526774026,-3.054347069267126,5.5874956086346454,-0.3551827824151994,-1.6987547034622255,-3.1898434154196713,3.5134473810496947,0.10884687215019227,-2.053737940766018,0.801770739928234,1.5182025438461522,2.085507576016934,-3.611809212242465,0.02807402323806057,-2.1462484804199806,-0.3962772239260435,4.6906900930254585,-1.115526442794405,-4.8502298676564735,-0.6074435512519526,-1.909282872789802,3.9425802663052987,-0.18292199431322004,1.2056962345059659,4.667781883787293,5.14178663645254,0.10690253043419155,3.371236227766866,2.503822268352024,1.878624333555577,-2.300995264002041,4.148689959209005,0.622890420651866,1.0329886271240447,0.018652001596786205,-2.8194068260971554,3.5242167111940006,0.30482027297614356,0.278113542901156,-1.386454839987835,-0.054118777968179335,-0.16436789055006107
1048,4.889230173493403,0.08548604525886433,-3.829135708450192,0.9766314557373181,-4.395869468130098,-0.5574401403766192,0.4950871835100876,-1.4647081878651178,-5.88536346996893,-2.10254038050446,-0.680834500206391,-1.5402476571586359,1.042896411952742,5.588026778210573,-0.049692968976607264,0.7019248538265808,2.233448391505506,0.4515698096689274,-0.7965150555931009,-3.3314654812173012,0.6701431605458128,-0.28191686141012123,-2.1267731190324466,2.1722881008552193,-2.421385835518448,-4.8822429621524375,-2.9488235285261584,1.267238029718257,-4.207445620830367,3.372446709704651,0.9589842613999556,0.8269100967468657,0.6195010043296896,4.456051683128398,-4.502401588933175,0.8921543433271046,0.37937808343248286,-5.977574100027016,-1.7268228343863958,0.9732070912215119,4.253569513452719,-1.8160171868474206,-1.5199294713500886,4.293212492295542,-1.3787484047436533,-2.0145148683451404,0.6905401395426719,2.6231452261809047,3.492930217869605,-4.881618556991993,-0.5551770986634482,-2.049974493222048,-4.758307210795838,-0.3117340385444389,-0.8261273633432968,-5.705725987239921,-4.407702624855794,-1.5892911773798104,1.0780880153827759,3.1605836123939186,1.7984099830872413,-0.43033308295162426,-1.8517905275694033,0.7151905892152417,1.50470730662409,-0.9715581507191032,1.2176233174269457,-2.1230545455715353,2.281897453119024,-1.8513815540593936,-0.27907016566054255,1.294166868965149,-1.4242000609007104,1.2602606849954143,-0.8561778235563685,3.406732801364625,1.6017622179254503,1.168024320805967,2.98363643740134,-4.803279762955229,1.2360908566629,1.4133562598312608,3.6993247663591053,0.8506668066554164,-2.8207066508667236,3.61574002676196,5.398329250634214,0.593162957104363,2.4965600877370697,1.3848286210096248,-2.3187397229414453,3.5113793749451028,0.8947083129333446,3.538834317094464,1.3248992190826114,-0.7720587903874664,0.010062768243748986,2.0731045312248617,-0.5689554639529683,1.5938830262793806,1.8185600282231555,-1.1511405563939254,-0.6058794049170105,1.60537807801921,2.534465189155624,3.095567617079954,0.8330901871157981,2.4107031833606145,2.1452260222221295,0.27933562701491066,-0.7027226912711162,-1.154256935360193,0.03027898173819034,1.155157876966307,-0.798303114092423,0.5107909404775105,0.051366177683704495,1.4121315728612704,-4.882415682720504,-1.6633059433078876,-3.8313665013890854,-4.285491555306477,2.253244472750711,1.9313224706964005,3.3281389281118092,-3.323404507950007,2.100758124193614,0.5653410301564261,2.1867297391761844,-0.009253844834027929,-0.47334625553618315
1150,-0.2551422624054126,3.841095042702478,-1.4856542273258038,2.366884144624237,0.22087805800190766,-2.9859802380324014,-3.256298934682071,2.186117637372376,2.0453215137585663,-0.24142824023101728,1.160315507539717,-0.6067502886135179,2.8582074351501126,1.5638458063827154,-1.8735950878638012,-1.629659321596234,3.2900215718617303,-3.724599705438661,0.8562585312456211,-4.169068608868815,-0.07251946073799319,-1.0841066284957173,0.087564974666996,3.3852790877455416,-2.8778701636563673,2.132702490152442,-0.8936984578243365,3.6261809711509576,-3.8356585259157168,-5.695209083167208,-0.4291279627693964,1.3251242762948272,0.830044120129163,4.39460675216244,-3.476717482416062,-2.2191245954163192,-0.08298063397865658,1.847544460657786,0.5520158834311766,-1.7458885347634723,-5.137639335208438,4.118001064413111,-1.4508751890378357,-4.537787742888062,-1.2088594013952199,3.098239968963287,2.8403791266387577,-0.9160178250632937,-0.4609887455778962,5.749146718673801,1.3258706215481473,-2.2856229693753303,1.2143130422461659,-5.8504549447640395,-2.2294000962923732,-1.139239135737544,-0.5436675262980559,2.498478321007918,-0.7451598055605446,2.5878406795378606,1.7028163864710804,0.943228672171923,-2.7614745335043875,3.767563653636236,1.2321901942200655,-6.655313365206365,0.7498309364700242,-0.18420317512811368,-2.9251358064752866,-2.129702224540952,0.10098622373287344,-0.2675353594159753,-4.175990091084006,-0.47037565233609513,-0.5836174424745739,4.792264592954725,-0.9222670759722491,-0.24315720795120904,-5.414439259582233,-1.2628237023332722,-1.0580845512057926,-3.3073397388886683,-1.047760206036832,-6.911067137306159,1.143298631123704,-1.5212810998976263,0.5620786991107168,-0.3026547327008092,1.8761273279181567,-5.263308977243073,-0.18615713846371035,-0.974594089608405,3.299787169183645,0.9417795305579691,3.843726282012311,-3.313074711827319,-3.3168469886080354,-1.745790376292866,5.578824728849477,2.697906574948938,3.144899752069474,0.7002039913090986,-0.9697240507351287,2.1025472833025916,3.823365858760312,-2.1217187117649567,-1.341622903350183,-1.4097502282130678,-3.164779973565947,-1.5399129350456615,0.7787195928805786,2.131999995421276,-0.08544228328456481,1.0590647361922199,3.3396997218198554,-1.1003692184389093,1.6618672762352111,0.11532528982790495,0.40420673290652587,2.318947180218834,0.9204205912131674,-0.4219235318197092,-2.4848622269550917,0.8167713604584176,2.11540758707234,1.488521920403497,-0.5136740456116181,-1.3444411235974585,-0.41987408055497305,-1.6758507381702317,2.3369270295704383
1100,-1.0165672594645336,3.2715173290669517,2.9595524849188153,3.275538858189694,-5.867861751071867,-1.3400706367548751,5.989165774884144,-5.3251009021256355,3.328266879632305,4.4794106995903045,-2.2124507652600442,2.8360651391980696,-2.241350061685357,-0.3639990539260656,8.941311018683535,-4.258165249406309,0.18377232883786926,-6.5891623776277575,-4.950937285699264,-3.9935114933829614,2.7691713488954104,-0.8277625689245546,-2.4246512749794666,-0.28735110269304476,-2.0732708906823705,4.301656235918019,0.5852861080900122,-2.8208658809984817,-0.07794216227016765,1.5271728049593114,4.471273667882074,-1.9330160000937995,4.488251951399714,2.657674149038009,2.979510001125343,-0.837517139273988,-1.852000606941477,3.077880219116927,-1.9399294068389277,-0.049994416883558226,1.006499012745995,-0.8964846927286722,6.043834671171458,-1.2111518647163806,7.753850374828545,0.44050499795186143,-4.044863145167012,-1.9652549985380765,1.4912451163325604,-2.400007177544699,4.90720668558382,-0.17045742792241417,0.9115583939582068,-2.1853231759282115,-3.018461705860091,0.45628497640411914,-3.6992590009616246,-2.042724872210372,0.7759160487215289,-0.7737233320152048,1.2662014035228473,2.662378348903209,-5.276641316325426,1.1791745072537498,1.2004465089861416,1.4960323149735852,-3.3552261143211966,1.0945120865504574,-6.472581364776801,1.1453868136755283,-1.8514463376524597,-0.4640172102433512,3.7186625584069843,1.3636963712500132,1.2832767793501296,0.4120423811017599,-0.253891223137704,-2.883102338070638,-1.0197472970734411,-0.27282488338302896,-0.23736505459259763,-2.6331455826855956,2.8546515273379427,4.722088243309554,-0.24263507421143427,-3.456974925343215,-0.8984732678961223,0.4762546973333826,-0.35484582377931423,0.8785142301548728,2.8652477486797414,-5.197308611734007,-1.4227403617402328,5.346843092379547,-1.1015435460418461,0.7846356713617193,-0.4886819881819022,-0.847345422744831,-1.9346765959065106,0.18902682494318618,2.3238577312948516,0.18300794921846175,-3.043863911657335,-0.30680496009163405,0.012389152959179734,-1.5993511690427706,1.9160027213764315,1.120077952341921,-1.4020027372390744,-2.609171924505659,1.3862225487166464,2.0454306243235503,-2.2836838329721516,-1.7642031126240676,0.6462908853880343,3.062773300432404,0.9262768735484761,0.8207419194490705,0.049129475870835965,-1.4365541774955106,0.5694587391144128,-0.9173583786833943,-3.069736736158916,3.281346863795778,1.6367592614869104,-1.0229406528103324,-2.0673311563317105,0.6643549055926138,-2.1125007079259603,1.6625531648813199,3.2652305281565033
1162,7.670890851240535,-4.29722714495948,3.3105185325255344,-0.9413205612413227,1.0488959300391347,-10.08880520287064,-1.0355291489408298,-0.9384739109263369,0.30015292957129996,0.5284303008581949,3.9950307182692635,-0.5441052967608587,-0.4732551861088775,-0.3567522736586139,-4.477702915828658,-1.7332555929872382,1.5330670976879506,2.7734810469819218,0.04176535563550952,0.10901904769366232,-2.5369474961713676,0.05825131145974712,-2.4902142263341642,-3.5898023858896235,-1.0591059651832981,2.480713215952192,-3.5605100153359612,2.337655052592728,-2.32550355253786,7.742152383352318,-2.487036172307545,0.019179718541012133,5.763160490607492,2.737596275750141,-4.66016161307072,-4.613644235339981,-0.697309815114717,-0.38846805586050687,1.3597386269329237,-2.0805655205096887,-3.3715845319719113,2.138580087193374,-2.0753763753443075,-0.4169406795772992,1.7458191825931695,0.7725050615725223,-1.8556506905184498,-6.28016208917753,-2.3592148367861294,-1.4120801124943552,-6.818954768811644,4.164059107211689,-0.47458930256115733,1.6131044027671382,-2.9254712551409026,2.3372032170299377,-1.7407434953945184,0.3341749141709934,0.5815539597214658,-3.100874318533445,1.8564809651951852,1.3715058520024905,-3.5201464111838843,-0.14152665161618175,-0.2856974429977145,-3.868474697064063,-0.837541885767734,-2.8852430136465745,2.626784831526727,-0.04243117103750153,-2.224875078890798,-0.14836361133465506,1.2773789158532,-2.618187180006722,-2.7943428106701145,-1.5918780262832999,4.27049077018644,-2.515629459482974,-3.5308749174705905,-1.2880734665159723,-3.0814520304730553,-0.363243406017078,-2.8557946863050074,0.7595340670254648,-0.28550204036181265,-0.5827130546227229,2.3519265567821783,1.1988992381424037,-0.5868808976255054,1.7671190841535818,-1.2705609126790414,2.737009077970988,-0.5085591782405557,-2.205486194322581,-0.03968814626874385,1.8347106988779782,-3.8288845335771193,-4.915284055044827,1.4465512052468326,-0.5507506928746742,-2.7277717111527515,1.2915723548651588,0.6493781799811369,-0.0948412590819865,0.9365053531185924,0.5686567282847039,0.969910220598811,0.5751360823127946,-1.871247797735883,0.9580279246938647,-0.2942826809448672,-1.2113476818363136,-2.261845628065179,1.358725988210923,-2.740006414669749,3.555519185923521,1.9803851205088798,-2.116585926545782,1.1283141786040032,0.8184251864596572,-4.948628214135954,1.616683679890923,-0.7152034678989759,0.3842093672450145,-2.120649877816432,0.914041790873253,0.334552053679232,4.423047163757753,-2.6635942814535754,3.6173644310840682,1.6355320345285937
1116,1.898274965574207,3.9579264624923707,-3.5385081651103607,2.9926430931211265,7.640668690539604,2.5208606462286953,0.4033491364087469,-4.232603981994388,4.568547634315021,-4.040639700699556,4.754502960524709,2.3111655668210336,-1.903219312896479,-2.9625384603594536,-0.7040023738392363,0.08277779365684775,-0.7609564522797412,-2.0837732486057186,6.437003785340888,-2.293481714047815,-2.343294378536468,-1.3475507818192964,4.388854839854029,5.204459321029573,2.194348762138528,-1.603488545302697,3.718623310241601,-0.22798525678552037,7.137814091999969,-0.4732708080049665,-1.986806766867853,3.453765632177957,3.7768282442097383,-2.4648066512946367,4.920801868339173,-0.653944954442551,-3.357866065954929,-2.388031528647053,-0.24651397106087344,-1.3710715545503471,0.23913357297557128,0.30809632560819683,-0.046502521000630466,1.0771835378882164,2.8864366981605123,-0.5636496867706479,-0.24751476589990687,-1.5282997126508535,2.014667256334547,5.059785868652082,-2.6116341307366997,-0.3894057341316051,2.245623992261926,0.1738323065599303,2.2047290705032516,-3.7393602716235055,-2.6710373232295637,-0.9782397190098464,-0.2705972411838781,3.002343262303764,0.15822560764397176,-4.133348988258038,-0.9511313156105922,3.3827437714017017,3.8359448674486125,3.821328508687818,0.7324256433889612,0.8691342791130648,-3.6043026545486634,-4.852452187505127,-0.9243393638585912,2.4498652685934452,1.5982573135744225,-0.15088112804573944,-5.105149225038014,0.9673130200690631,4.475179071977084,-3.4199568033175978,0.7960359008871675,1.1187506257991928,-1.0555135037185412,-0.2405919449737713,-2.2019280830476267,-2.4359758213442957,0.6833170454115921,-1.49127264348997,2.224255582210627,-2.8340556670016346,-1.0331800453861464,1.311104307786663,-2.241240701850274,-4.039669428237124,-1.6064019700790582,-1.8613003640950978,-0.7369016214376067,0.25040301737753207,-1.8202802560852551,-1.742580514632495,-1.28906637086493,-1.0466494891844031,1.4916442642998797,0.9414633830788245,1.0112399228649336,0.646372937407802,2.237733842963625,1.3140306172487706,0.534434012272863,-4.4041255894721045,4.345125853012519,-0.4343311779271526,0.6157053519146545,-2.7242386971625185,-4.521669070853864,2.1557077216927167,-2.124621836626776,-4.069714610287945,-0.7839699469739552,-0.4438447651187032,-4.568922568347267,-0.5614414596369052,1.228971993140447,0.1744725570159442,-3.376673624238597,-0.4824787139479787,-0.4524122109796152,-1.9201812226369548,1.8564936824686764,-0.09790967500507573,-2.254909384279344,1.431763810242536,-0.6498823766478288
1122,-3.5205443007237696,0.7538612070610798,1.406571911701284,1.6684738968598027,4.4075586817984025,-1.7498260586363557,0.0027816741255477476,0.9627294931150457,-4.210722582040889,-1.7393319498095883,-3.738954608338977,-2.440728129248423,-1.969632112613305,1.8105909631947497,6.279627109467734,-6.69510253698901,-0.9943872724453572,-3.9362715800978076,-2.2894051922916145,-6.61002684101502,3.992230092008766,-0.5312570120179595,3.2996682848879115,-1.7136392171170667,1.0709997317095528,-1.4014517240486528,0.2977907842977554,0.8808521462898792,-1.8091339052133055,1.440325828686646,1.720132998282249,-2.21546082890068,-4.02336266391196,-8.096658016742172,-4.586307860890407,4.064878029202566,2.419343181407268,2.4849515173766235,0.14506120724041863,3.73498934996123,-6.763169121799813,-2.039259888917559,1.285842335082079,-2.3547925214165373,2.083429938087201,4.784942067465122,0.1225230350031093,-2.3196860505784636,0.5399116394253616,0.3160605996777817,2.7112783891366323,-0.10340759839717753,-0.7096066670385125,-1.7963092099663729,-2.848576272647913,-3.5910997762423067,2.549291125375855,-2.8943528139357975,-0.3897382242977602,-2.8352203090760355,3.8815789125792355,0.25767374974072754,-1.1652140970899447,0.5450198559043734,-4.524246486342726,-2.4803947362480194,-0.6282285247537697,0.01754444240613551,3.4931796920825695,-0.8055399842754739,-3.3042908678947063,-0.8418912440613011,-2.6213870683633194,-1.9417832135574653,5.471790765992964,1.1322613124469145,2.6107323190848146,1.9910797376408174,-0.2655075719408659,-0.798322269198284,2.5881582043089963,2.7989660446908236,-3.170558238386716,-4.501160708233233,2.9198312794085965,-4.397353688584819,0.8148488050137863,-2.426629705680192,-0.19585820297405798,0.3987679429972707,0.40682294249773754,0.10145427288755957,2.665982850733883,0.5542211077818329,1.3846322360262722,1.065594220025253,3.702927774536159,-2.6072796733622265,-2.1112792243189458,-0.9409053277375357,-3.0146778026123084,-2.236826062790746,2.143399733606304,-2.457729635575575,2.1781362404498763,6.144840214415369,-1.9224523080889864,-2.368812729745853,3.9198315370667864,-1.0554027713329592,1.839262198200248,0.859924210347507,-2.184222879507808,-0.7648465002892091,-0.21790658881499314,2.3606154246170132,0.5202689488091012,1.323894810014843,-0.7004207466582248,-1.3759936909000887,-0.11947340393581372,0.5387558040280088,0.6990590553303633,-2.777502312420341,1.7727800704837984,-4.163518371620321,-0.044022852209829225,3.3517482055870964,-0.9948727365919618,0.8693788855177825,-2.76784611298323
